volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
245351,25,platteland Nederland,1835,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1835,platteland Nederland,Doopsgezind,5,2,0,-1,0,116,87,203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245352,-1,-1,-1,-1,-1,-1,-1
245401,14,steden Nederland,1837,Nederlands Hervormd,gehuwd,warenhandel,koopman,1841,steden Nederland,Nederlands Hervormd,1,3,0,-1,109,182,173,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245402,-1,-1,-1,-1,-1,-1,-1
245451,44,Amsterdam,1839,Nederlands Hervormd,gehuwd,warenhandel,winkelier,1840,Amsterdam,Nederlands Hervormd,6,1,0,-1,71,61,20,151,1864,vader overleden,vader overleden,winkelier,zonder,ambtenaar,broer/zwager vrouw,bakker,broer/zwager vrouw,winkelier,geen familie,ambachtsman,geen familie,"f.4,-",25,245452,23,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
245501,49,platteland Nederland,1839,Nederlands Hervormd,gehuwd,32,"timmerman, makelaar",1843,platteland Nederland,Nederlands Hervormd,6,1,1,ander familielid,6,94,30,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245502,-1,-1,-1,-1,-1,-1,-1
245601,42,platteland Nederland,1851,Nederlands Hervormd,gehuwd,239,commissionair,1853,Amsterdam,Evangelisch Luthers,0,1,0,-1,0,93,38,132,1883,ambtenaar,commissionair,commissionair,zonder,militair,broer/zwager man,zonder,broer/zwager man,zonder,broer/zwager vrouw,zonder,broer/zwager vrouw,geen of onbekend,31,245602,29,3,Amsterdam,in Amsterdam,137,in Amsterdam,462
245651,24,platteland Nederland,1844,Nederlands Hervormd,gehuwd,warenhandel,koopman,1839,Amsterdam,Nederlands Hervormd,7,0,1,ouder,114,78,58,250,1866,winkelier,vader overleden,werklieden,zonder,winkelier,broer/zwager man,landbouwer,broer/zwager man,bakker,broer/zwager vrouw,ambachtsman,broer/zwager vrouw,"f.4,-",21,245652,27,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
245701,22,Amsterdam,1849,Remonstrants,gehuwd,warenhandel,koopman,1860,steden Nederland,Nederlands Hervormd,2,2,0,-1,0,166,237,403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245702,-1,-1,-1,-1,-1,-1,-1
245751,42,Amsterdam,1820,Nederlands Hervormd,gehuwd,warenhandel,winkelier,1812,Amsterdam,Nederlands Hervormd,1,1,0,-1,23,50,42,115,1848,vader overleden,ambachtsman,werklieden,dienstbode,timmerman,broer/zwager vrouw,machinist,broer/zwager vrouw,ambachtsman,geen familie,ambachtsman,geen familie,geen of onbekend,28,245752,36,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
245801,22,Amsterdam,1854,Nederlands Hervormd,gehuwd,255,advocaat,1859,Amsterdam,Nederlands Hervormd,0,2,0,-1,0,115,0,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245802,-1,-1,-1,-1,-1,-1,-1
245851,34,steden Nederland,1808,Remonstrants,gehuwd,staatsdienst,ambtenaar,1835,platteland Nederland,Remonstrants,2,1,0,-1,42,113,0,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245852,-1,-1,-1,-1,-1,-1,-1
245901,25,steden Nederland,1803,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1829,Duitsland,Rooms Katholiek,0,2,0,-1,0,144,0,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245902,-1,-1,-1,-1,-1,-1,-1
245951,25,Amsterdam,1850,Ned. Israelitisch,gehuwd,tussenhandel,commissionair,1855,Amsterdam,Ned. Israelitisch,3,1,0,-1,44,143,206,394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245952,-1,-1,-1,-1,-1,-1,-1
246001,7,platteland Nederland,1831,Nederlands Hervormd,gehuwd,61,ambachtsman,1842,platteland Nederland,Nederlands Hervormd,6,0,0,-1,0,109,11,120,1857,ambachtsman,vader overleden,ambachtsman,dienstbode,ambachtsman,broer/zwager vrouw,ambachtsman,geen familie,ambachtsman,geen familie,ambachtsman,geen familie,"f.4,-",26,246002,31,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
246051,20,Amsterdam,1857,Nederlands Hervormd,gehuwd,warenhandel,koopman,1861,Amsterdam,Nederlands Hervormd,0,1,0,-1,0,96,19,116,1883,fabrikanten,vader overleden,fabrikanten,zonder,koopman,oom/neef vrouw,koopman,oom/neef vrouw,koopman,oom/neef man,commissionair,geen familie,geen of onbekend,26,246052,21,3,Amsterdam,in Amsterdam,163,buiten asd of dood,0
246101,7,Amsterdam,1842,Doopsgezind,gehuwd,238,makelaar,1842,platteland Nederland,Nederlands Hervormd,0,1,0,-1,39,92,47,178,1866,vader overleden,zonder,ambachtsman,zonder,koopman,oom/neef vrouw,commissionair,oom/neef vrouw,zonder,oom/neef man,commissionair,broer/zwager man,"f.15,-",23,246102,23,3,Amsterdam,buiten asd of dood,0,in Amsterdam,150
246151,33,Amsterdam,1843,Rooms Katholiek,gehuwd,207,240,1842,Amsterdam,Rooms Katholiek,6,0,0,-1,38,25,119,182,1866,vader overleden,vader overleden,timmerman,zonder,zonder,broer/zwager vrouw,zonder,broer/zwager vrouw,bakker,broer/zwager man,bakker,geen familie,"f.4,-",23,246152,24,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
246201,43,Amsterdam,1842,Nederlands Hervormd,gehuwd,238,makelaar,1843,steden Nederland,Nederlands Hervormd,2,3,0,-1,198,254,173,624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246202,-1,-1,-1,-1,-1,-1,-1
246251,3,steden Nederland,1842,Ned. Israelitisch,gehuwd,warenhandel,koopman,1846,steden Nederland,Ned. Israelitisch,5,1,1,ander familielid,0,119,34,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246252,-1,-1,-1,-1,-1,-1,-1
246301,19,Amsterdam,1836,Nederlands Hervormd,gehuwd,warenhandel,koopman,1849,Amsterdam,Nederlands Hervormd,9,0,0,-1,85,35,0,120,1861,vader overleden,werklieden,koopman,naaister,timmerman,broer/zwager man,ambtenaar,oom/neef man,timmerman,oom/neef man,ambachtsman,geen familie,"f.4,-",25,246302,21,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
246351,6,platteland Nederland,1836,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1841,platteland Nederland,Nederlands Hervormd,7,3,0,-1,0,174,87,261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246352,-1,-1,-1,-1,-1,-1,-1
246401,16,steden Nederland,1815,Ned. Israelitisch,gehuwd,warenhandel,winkelier,1827,steden Nederland,Ned. Israelitisch,3,1,0,-1,52,116,81,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246402,-1,-1,-1,-1,-1,-1,-1
246451,11,steden Nederland,1851,Ned. Israelitisch,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,1,ander familielid,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246452,-1,-1,-1,-1,-1,-1,-1
246501,48,platteland Nederland,1841,Doopsgezind,gehuwd,255,advocaat,1849,Amsterdam,Doopsgezind,0,1,0,-1,0,199,0,199,1870,vader overleden,advocaat,advocaat,zonder,zonder,broer/zwager vrouw,"bankiers, kassiers",broer/zwager man,zonder,oom/neef man,koopman,geen familie,"f.50,-",29,246502,21,3,Amsterdam,buiten asd of dood,0,in Amsterdam,160
246551,3,steden Nederland,1820,Ned. Israelitisch,gehuwd,warenhandel,winkelier,1838,platteland Nederland,Ned. Israelitisch,5,2,0,-1,0,78,42,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246552,-1,-1,-1,-1,-1,-1,-1
246601,22,Amsterdam,1825,Ned. Israelitisch,gehuwd,168,slager,1830,Amsterdam,Ned. Israelitisch,6,2,0,-1,144,45,19,208,1853,vader overleden,koopman,bakker,zonder,zonder,oom/neef man,diamantbewerking,geen familie,zonder,geen familie,slager,geen familie,"f.4,-",27,246602,27,weduwe,Amsterdam,buiten asd of dood,0,in Amsterdam,0
246651,24,Amsterdam,1846,Ned. Israelitisch,ongehuwd,overigen,kantoorbediende,-1,-1,-1,0,1,3,ander familielid,0,83,38,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246652,-1,-1,-1,-1,-1,-1,-1
246701,49,steden Nederland,1838,Hersteld Luthers,gehuwd,warenhandel,koopman,1844,Amsterdam,Hersteld Luthers,9,2,0,-1,0,84,417,501,1865,vader overleden,commissionair,zeeman,zonder,zonder,oom/neef vrouw,timmerman,oom/neef vrouw,winkelier,oom/neef man,zeeman,geen familie,"f.15,-",26,246702,21,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
246751,48,Amsterdam,1854,Evangelisch Luthers,gehuwd,239,makelaar,1859,Amsterdam,Waals Hervormd,2,3,0,-1,0,125,83,208,1878,koopman,timmerman,koopman,zonder,koopman,broer/zwager vrouw,koopman,broer/zwager man,aannemers,broer/zwager vrouw,koopman,broer/zwager vrouw,geen of onbekend,24,246752,19,3,Amsterdam,in Amsterdam,95,in Amsterdam,18
246801,35,Amsterdam,1852,Nederlands Hervormd,ongehuwd,224,assuradeurs,-1,-1,-1,0,0,0,-1,0,117,109,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246802,-1,-1,-1,-1,-1,-1,-1
246851,34,Amsterdam,1839,Nederlands Hervormd,gehuwd,168,slager,1839,Amsterdam,Nederlands Hervormd,3,0,0,-1,53,137,87,277,1864,slager,vader overleden,zonder,zonder,landbouwer,broer/zwager vrouw,koopman,broer/zwager vrouw,koopman,oom/neef man,makelaar,oom/neef man,"f.15,-",24,246852,24,3,Amsterdam,in Amsterdam,139,buiten asd of dood,0
246901,49,platteland Nederland,1835,Waals Hervormd,gehuwd,238,makelaar,1825,platteland Nederland,Waals Hervormd,1,0,1,ander familielid,198,56,14,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246902,-1,-1,-1,-1,-1,-1,-1
246951,23,Amsterdam,1837,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1832,platteland Nederland,Nederlands Hervormd,6,0,0,-1,297,467,320,1084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246952,-1,-1,-1,-1,-1,-1,-1
247001,19,Amsterdam,1848,Hersteld Luthers,gehuwd,32,timmerman,1854,Amsterdam,Nederlands Hervormd,0,0,0,-1,192,0,0,192,1874,timmerman,zonder,timmerman,zonder,ambachtsman,broer/zwager man,ambachtsman,oom/neef man,ambachtsman,oom/neef man,ambachtsman,geen familie,geen of onbekend,26,247002,20,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
247051,42,Amsterdam,1844,Rooms Katholiek,gehuwd,warenhandel,winkelier,1848,Amsterdam,Rooms Katholiek,5,0,0,-1,84,199,123,406,1865,ambachtsman,vader overleden,winkelier,zonder,ambachtsman,broer/zwager man,winkelier,broer/zwager man,zonder,geen familie,commissionair,geen familie,"f.25,-",21,247052,17,3,Amsterdam,in Amsterdam,163,buiten asd of dood,0
247101,11,Amsterdam,1856,Evangelisch Luthers,gehuwd,warenhandel,winkelier,1856,Amsterdam,Evangelisch Luthers,5,0,0,-1,0,92,76,168,1877,zonder,vader overleden,winkelier,zonder,winkelier,broer/zwager man,artistiek beroep,broer/zwager man,koopman,oom/neef vrouw,slager,oom/neef vrouw,geen of onbekend,21,247102,21,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
247151,23,Amsterdam,1848,Rooms Katholiek,gehuwd,239,makelaar,1854,platteland Nederland,Rooms Katholiek,1,1,0,-1,31,89,36,157,1876,makelaar,koopman,makelaar,zonder,makelaar,oom/neef vrouw,ambachtsman,oom/neef man,koopman,geen familie,kantoorbediende,geen familie,geen of onbekend,27,247152,24,3,platteland Nederland,in Amsterdam,19,buiten asd of dood,0
247201,34,Amsterdam,1841,Evangelisch Luthers,gehuwd,warenhandel,koopman,1841,Amsterdam,Evangelisch Luthers,0,1,0,-1,47,81,119,247,1866,vader overleden,timmerman,koopman,zonder,timmerman,oom/neef vrouw,fabrikanten,oom/neef vrouw,zonder,oom/neef man,koopman,oom/neef man,"f.15,-",24,247202,24,3,Amsterdam,buiten asd of dood,0,in Amsterdam,137
247251,44,platteland Nederland,1840,Doopsgezind,gehuwd,tussenhandel,commissionair,1841,platteland Nederland,Doopsgezind,8,1,0,-1,0,68,58,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247252,-1,-1,-1,-1,-1,-1,-1
247301,28,Amsterdam,1848,Nederlands Hervormd,gehuwd,202,stalhouder,1841,Amsterdam,Nederlands Hervormd,4,0,0,-1,65,77,0,142,1867,vader overleden,bakker,ambachtsman,zonder,cargadoors,broer/zwager man,bakker,broer/zwager vrouw,bakker,oom/neef vrouw,bakker,oom/neef vrouw,"f.4,-",24,247302,25,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
247351,2,Amsterdam,1836,Rooms Katholiek,ongehuwd,tussenhandel,commissionair,-1,-1,-1,0,2,0,-1,0,297,30,327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247352,-1,-1,-1,-1,-1,-1,-1
247401,44,Amsterdam,1820,Evangelisch Luthers,gehuwd,chemische bedrijven,apotheker,1828,Amsterdam,Evangelisch Luthers,1,0,0,-1,57,53,19,129,1849,molenaar,apotheker,apotheker,zonder,bakker,broer/zwager man,molenaar,broer/zwager man,ambachtsman,geen familie,koopman,geen familie,geen of onbekend,29,247402,25,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
247451,13,Amsterdam,1845,Rooms Katholiek,gehuwd,207,240,1864,Amsterdam,Rooms Katholiek,1,2,0,-1,0,39,87,126,1880,ambachtsman,zonder,ambachtsman,eigen bedrijf,zonder,vader vrouw,boekhouder,broer/zwager vrouw,ambachtsman,vader man,ambachtsman,broer/zwager man,geen of onbekend,35,247452,41,weduwe,Amsterdam,in Amsterdam,0,in Amsterdam,0
247501,8,Amsterdam,1820,Evangelisch Luthers,gehuwd,168,slager,1834,Amsterdam,Evangelisch Luthers,5,0,0,-1,31,72,38,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247502,-1,-1,-1,-1,-1,-1,-1
247551,43,platteland Nederland,1851,Nederlands Hervormd,gehuwd,warenhandel,koopman,1855,Amsterdam,Nederlands Hervormd,1,1,0,-1,0,61,87,148,1880,zonder,vader overleden,makelaar,zonder,reders,oom/neef vrouw,zonder,broer/zwager man,koopman,broer/zwager vrouw,koopman,broer/zwager vrouw,geen of onbekend,28,247552,24,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
247601,26,Amsterdam,1838,Rooms Katholiek,weduwnaar,warenhandel,winkelier,1838,Amsterdam,Rooms Katholiek,2,2,0,-1,108,63,119,289,1859,zonder,ambachtsman,winkelier,zonder,winkelier,broer/zwager man,winkelier,broer/zwager man,ambachtsman,broer/zwager vrouw,diamantbewerking,broer/zwager vrouw,"f.4,-",21,247602,21,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
247651,25,Amsterdam,1833,Doopsgezind,gehuwd,warenhandel,koopman,1844,Amsterdam,Waals Hervormd,4,2,0,-1,0,87,58,145,1865,koopman,ambachtsman,kantoorbediende,zonder,240,oom/neef vrouw,winkelier,oom/neef man,boekhouder,geen familie,koopman,geen familie,"f.15,-",31,247652,22,3,Amsterdam,in Amsterdam,229,in Amsterdam,88
247701,24,Amsterdam,1805,Ned. Israelitisch,weduwnaar,239,commissionair,1808,Amsterdam,Ned. Israelitisch,0,4,0,-1,136,564,0,700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247702,-1,-1,-1,-1,-1,-1,-1
247751,49,platteland Nederland,1841,Nederlands Hervormd,gehuwd,239,commissionair,1844,Duitsland,Ned. Israelitisch,3,1,0,-1,0,232,58,290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247752,-1,-1,-1,-1,-1,-1,-1
247801,43,Amsterdam,1841,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1851,platteland Nederland,Nederlands Hervormd,0,2,0,-1,42,336,356,734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247802,-1,-1,-1,-1,-1,-1,-1
247901,49,platteland Nederland,1845,Nederlands Hervormd,gehuwd,238,makelaar,1846,Amsterdam,Nederlands Hervormd,4,1,0,-1,37,67,14,118,1873,onderwijzer,vader overleden,kantoorbediende,zonder,assuradeurs,oom/neef man,ambachtsman,oom/neef vrouw,zonder,oom/neef vrouw,ambachtsman,oom/neef vrouw,"f.15,-",27,247902,27,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
247951,10,steden Nederland,1831,Evangelisch Luthers,gehuwd,238,makelaar,1837,Amsterdam,Evangelisch Luthers,6,1,0,-1,47,155,125,328,1861,zonder,ambachtsman,makelaar,zonder,zonder,vader man,ambtenaar,broer/zwager man,koopman,broer/zwager vrouw,militair,oom/neef vrouw,"f.15,-",30,247952,24,3,Amsterdam,in Amsterdam,0,in Amsterdam,111
248001,26,Amsterdam,1858,Nederlands Hervormd,ongehuwd,crediet,opzichter,-1,-1,-1,0,0,0,-1,0,0,445,445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248002,-1,-1,-1,-1,-1,-1,-1
248051,49,Amsterdam,1835,Nederlands Hervormd,gehuwd,239,commissionair,1840,Amsterdam,Nederlands Hervormd,0,2,0,-1,0,152,87,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248052,-1,-1,-1,-1,-1,-1,-1
248101,25,Amsterdam,1823,Ned. Israelitisch,weduwnaar,warenhandel,koopman,1822,Amsterdam,Ned. Israelitisch,4,1,1,geen familie,200,78,40,318,1849,vader overleden,vader overleden,diamantbewerking,naaister,zonder,oom/neef man,zonder,geen familie,koopman,geen familie,ambachtsman,geen familie,geen of onbekend,26,248102,27,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
248151,23,kolonien,1842,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1840,platteland Nederland,Waals Hervormd,7,0,0,-1,0,287,0,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248152,-1,-1,-1,-1,-1,-1,-1
248201,48,steden Nederland,1839,Rooms Katholiek,gehuwd,zonder beroep,zonder,1824,platteland Nederland,Rooms Katholiek,8,1,0,-1,151,82,0,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248202,-1,-1,-1,-1,-1,-1,-1
248251,21,Amsterdam,1828,Rooms Katholiek,gehuwd,zonder beroep,zonder,1826,steden Nederland,Rooms Katholiek,2,2,0,-1,68,110,0,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248252,-1,-1,-1,-1,-1,-1,-1
248301,48,Amsterdam,1821,Nederlands Hervormd,gehuwd,303,rechter,1832,Amsterdam,Nederlands Hervormd,1,2,0,-1,0,214,0,214,1846,predikant,vader overleden,advocaat,zonder,koopman,broer/zwager vrouw,predikant,broer/zwager man,predikant,broer/zwager man,koopman,oom/neef vrouw,geen of onbekend,24,248302,23,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
248351,9,Amsterdam,1823,Evangelisch Luthers,gehuwd,warenhandel,winkelier,1843,platteland Nederland,Nederlands Hervormd,0,1,1,ander familielid,68,135,42,245,1883,vader overleden,vader overleden,winkelier,zonder,directeur,broer/zwager vrouw,koopman,broer/zwager vrouw,zonder,broer/zwager man,fabrikanten,broer/zwager man,geen of onbekend,60,248352,39,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
248401,30,Amsterdam,1812,Nederlands Hervormd,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,1,1,ander familielid,77,52,0,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248402,-1,-1,-1,-1,-1,-1,-1
248451,50,Amsterdam,1844,Ned. Israelitisch,gehuwd,warenhandel,koopman,1854,Amsterdam,Ned. Israelitisch,7,2,0,-1,0,96,87,183,1872,koopman,koopman,commissionair,zonder,koopman,oom/neef man,commissionair,oom/neef man,koopman,broer/zwager man,koopman,broer/zwager man,"f.25,-",28,248452,18,3,Amsterdam,buiten asd of dood,0,in Amsterdam,255
248501,27,Amsterdam,1825,Doopsgezind,gehuwd,tussenhandel,commissionair,1833,Amsterdam,Nederlands Hervormd,1,2,0,-1,240,216,0,456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248502,-1,-1,-1,-1,-1,-1,-1
248551,36,platteland Nederland,1844,Nederlands Hervormd,gehuwd,warenhandel,koopman,1853,steden Nederland,Nederlands Hervormd,5,2,0,-1,0,81,38,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248552,-1,-1,-1,-1,-1,-1,-1
248601,36,platteland Nederland,1829,Nederlands Hervormd,gehuwd,waterschapsdienst,ambtenaar,1843,Amsterdam,Nederlands Hervormd,4,2,0,-1,404,510,0,913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248602,-1,-1,-1,-1,-1,-1,-1
248651,15,platteland Nederland,1821,Nederlands Hervormd,gehuwd,256,"ingenieur, architect",1829,Amsterdam,Evangelisch Luthers,0,4,0,-1,83,216,125,425,1849,vader overleden,vader overleden,"ingenieur, architect",zonder,zonder,broer/zwager man,boekhouder,broer/zwager man,artistiek beroep,oom/neef vrouw,koopman,geen familie,geen of onbekend,28,248652,20,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
248701,21,Amsterdam,1825,Ned. Israelitisch,gehuwd,12,diamantbewerking,1828,Amsterdam,Ned. Israelitisch,4,2,0,-1,47,57,38,142,1849,zonder,ambachtsman,diamantbewerking,zonder,ambachtsman,oom/neef man,koopman,broer/zwager vrouw,koopman,geen familie,winkelier,geen familie,geen of onbekend,23,248702,21,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
248751,17,Amsterdam,1821,Ned. Israelitisch,gehuwd,houtbewerking,ambachtsman,1821,Amsterdam,Ned. Israelitisch,0,1,0,-1,129,11,38,178,1845,werklieden,koopman,werklieden,zonder,ambachtsman,geen familie,koopman,geen familie,ambachtsman,geen familie,koopman,geen familie,geen of onbekend,24,248752,23,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
248801,22,Amsterdam,1819,Ned. Israelitisch,gehuwd,warenhandel,koopman,1837,Amsterdam,Ned. Israelitisch,3,1,0,-1,168,49,0,218,1844,koopman,vader overleden,werklieden,dienstbode,koopman,broer/zwager vrouw,koopman,geen familie,koopman,geen familie,koopman,geen familie,geen of onbekend,23,248802,37,3,platteland Nederland,in Amsterdam,0,buiten asd of dood,0
248901,22,Amsterdam,1845,Ned. Israelitisch,gehuwd,zonder beroep,zonder,1833,Amsterdam,Ned. Israelitisch,3,0,0,-1,0,119,0,119,1876,diamantbewerking,vader overleden,diamantbewerking,zonder,koopman,broer/zwager vrouw,ambachtsman,oom/neef vrouw,werklieden,oom/neef vrouw,koopman,geen familie,geen of onbekend,40,248902,43,weduwe,Amsterdam,in Amsterdam,0,buiten asd of dood,0
248951,36,Amsterdam,1856,Rooms Katholiek,weduwnaar,152,ambachtsman,1855,Amsterdam,Rooms Katholiek,1,2,0,-1,0,210,19,229,1877,fabrikanten,vader overleden,zonder,zonder,"bankiers, kassiers",oom/neef man,koopman,oom/neef man,koopman,oom/neef vrouw,koopman,broer/zwager man,geen of onbekend,22,248952,22,3,Amsterdam,in Amsterdam,283,buiten asd of dood,0
249001,49,Amsterdam,1845,Nederlands Hervormd,gehuwd,warenhandel,koopman,1842,Amsterdam,Nederlands Hervormd,6,3,0,-1,0,92,26,118,1869,vader overleden,koopman,kantoorbediende,zonder,koopman,oom/neef vrouw,kantoorbediende,broer/zwager man,zonder,broer/zwager man,zonder,broer/zwager man,"f.15,-",23,249002,27,3,Amsterdam,buiten asd of dood,0,in Amsterdam,96
249051,21,Amsterdam,1812,Ned. Israelitisch,gehuwd,12,diamantbewerking,1815,overig buitenland,Ned. Israelitisch,5,0,4,ander familielid,149,42,2,193,1832,winkelier,diamantbewerking,diamantbewerking,zonder,winkelier,vader man,diamantbewerking,vader vrouw,koopman,geen familie,koopman,geen familie,geen of onbekend,19,249052,18,3,overig buitenland,in Amsterdam,0,in Amsterdam,0
249101,49,platteland Nederland,1819,Rooms Katholiek,weduwnaar,warenhandel,koopman,1826,overig buitenland,Rooms Katholiek,1,1,0,-1,0,107,15,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249102,-1,-1,-1,-1,-1,-1,-1
249151,37,platteland Nederland,1827,Rooms Katholiek,weduwnaar,leerbewerking,ambachtsman,-1,-1,-1,3,1,2,ander familielid,79,72,24,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249152,-1,-1,-1,-1,-1,-1,-1
249201,9,Amsterdam,1822,Nederlands Hervormd,gehuwd,warenhandel,winkelier,1830,Amsterdam,Nederlands Hervormd,3,1,0,-1,109,75,34,217,1847,zonder,zonder,koopman,zonder,zonder,geen familie,ambachtsman,geen familie,zonder,geen familie,zonder,geen familie,geen of onbekend,24,249202,21,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
249251,36,Amsterdam,1819,Nederlands Hervormd,weduwnaar,zonder beroep,zonder,1820,Amsterdam,Nederlands Hervormd,1,2,2,ander familielid,42,168,0,210,1843,240,ambachtsman,zonder,zonder,ambachtsman,broer/zwager man,240,geen familie,kantoorbediende,geen familie,kantoorbediende,geen familie,geen of onbekend,23,249252,23,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
249301,36,Amsterdam,1829,Rooms Katholiek,gehuwd,warenhandel,winkelier,1825,Amsterdam,Rooms Katholiek,1,1,0,-1,36,64,41,141,1853,ambachtsman,vader overleden,ambachtsman,zonder,koopman,oom/neef man,ambachtsman,geen familie,artistiek beroep,geen familie,artistiek beroep,geen familie,geen of onbekend,23,249302,28,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
249351,36,Amsterdam,1824,Evangelisch Luthers,weduwnaar,warenhandel,koopman,1833,Amsterdam,Evangelisch Luthers,6,3,0,-1,320,146,173,638,1848,onderwijzer,winkelier,koopman,zonder,commissionair,broer/zwager man,militair,oom/neef man,kantoorbediende,geen familie,ambtenaar,geen familie,geen of onbekend,24,249352,24,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
